,dateRep,deaths,countriesAndTerritories,flag
1865,2020-02-15,0,Estonia,0.0
1966,2020-02-15,0,Finland,0.0
2049,2020-02-15,1,France,0.0
2147,2020-02-15,0,Georgia,0.0
2230,2020-02-15,0,Germany,0.0
2323,2020-02-15,0,Greece,0.0
2477,2020-02-15,0,Iceland,0.0
2559,2020-02-15,0,India,0.0
2635,2020-02-15,0,Indonesia,0.0
2718,2020-02-15,0,Iran,0.0
2799,2020-02-15,0,Iraq,0.0
2880,2020-02-15,0,Ireland,0.0
2962,2020-02-15,0,Israel,0.0
3045,2020-02-15,0,Italy,0.0
3138,2020-02-15,1,Japan,0.0
3255,2020-02-15,0,Kuwait,0.0
3354,2020-02-15,0,Lebanon,0.0
3446,2020-02-15,0,Lithuania,0.0
3522,2020-02-15,0,Luxembourg,0.0
3606,2020-02-15,0,Malaysia,0.0
3718,2020-02-15,0,Mexico,0.0
3802,2020-02-15,0,Monaco,0.0
3908,2020-02-15,0,Nepal,0.0
3991,2020-02-15,0,Netherlands,0.0
4070,2020-02-15,0,New_Zealand,0.0
4148,2020-02-15,0,Nigeria,0.0
4222,2020-02-15,0,North_Macedonia,0.0
4305,2020-02-15,0,Norway,0.0
4382,2020-02-15,0,Oman,0.0
4460,2020-02-15,0,Pakistan,0.0
4595,2020-02-15,1,Philippines,0.0
4711,2020-02-15,0,Qatar,0.0
4792,2020-02-15,0,Romania,0.0
4870,2020-02-15,0,Russia,0.0
4969,2020-02-15,0,San_Marino,0.0
5103,2020-02-15,0,Singapore,0.0
5239,2020-02-15,0,South_Korea,0.0
5322,2020-02-15,0,Spain,0.0
5396,2020-02-15,0,Sri_Lanka,0.0
5491,2020-02-15,0,Sweden,0.0
5574,2020-02-15,0,Switzerland,0.0
5655,2020-02-15,0,Taiwan,0.0
5731,2020-02-15,0,Thailand,0.0
5861,2020-02-15,0,United_Arab_Emirates,0.0
5944,2020-02-15,0,United_Kingdom,0.0
6033,2020-02-15,0,United_States_of_America,0.0
6135,2020-02-15,0,Vietnam,0.0
25,2020-02-16,0,Afghanistan,0.0
117,2020-02-16,0,Algeria,0.0
220,2020-02-16,0,Armenia,0.0
303,2020-02-16,0,Australia,0.0
386,2020-02-16,0,Austria,0.0
462,2020-02-16,0,Azerbaijan,0.0
549,2020-02-16,0,Bahrain,0.0
637,2020-02-16,0,Belarus,0.0
720,2020-02-16,0,Belgium,0.0
838,2020-02-16,0,Brazil,0.0
947,2020-02-16,0,Cambodia,0.0
1040,2020-02-16,0,Canada,0.0
1106,2020-02-16,0,Cases_on_an_international_conveyance_Japan,0.0
1220,2020-02-16,1666,China,20.0
1343,2020-02-16,0,Croatia,0.0
1445,2020-02-16,0,Czech_Republic,0.0
1538,2020-02-16,0,Denmark,0.0
1616,2020-02-16,0,Dominican_Republic,0.0
1694,2020-02-16,0,Ecuador,0.0
1773,2020-02-16,0,Egypt,0.0
1864,2020-02-16,0,Estonia,0.0
1965,2020-02-16,0,Finland,0.0
2048,2020-02-16,1,France,0.0
2146,2020-02-16,0,Georgia,0.0
2229,2020-02-16,0,Germany,0.0
2322,2020-02-16,0,Greece,0.0
2476,2020-02-16,0,Iceland,0.0
2558,2020-02-16,0,India,0.0
2634,2020-02-16,0,Indonesia,0.0
2717,2020-02-16,0,Iran,0.0
2798,2020-02-16,0,Iraq,0.0
2879,2020-02-16,0,Ireland,0.0
2961,2020-02-16,0,Israel,0.0
3044,2020-02-16,0,Italy,0.0
3137,2020-02-16,1,Japan,0.0
3254,2020-02-16,0,Kuwait,0.0
3353,2020-02-16,0,Lebanon,0.0
3445,2020-02-16,0,Lithuania,0.0
3521,2020-02-16,0,Luxembourg,0.0
3605,2020-02-16,0,Malaysia,0.0
3717,2020-02-16,0,Mexico,0.0
3801,2020-02-16,0,Monaco,0.0
3907,2020-02-16,0,Nepal,0.0
3990,2020-02-16,0,Netherlands,0.0
4069,2020-02-16,0,New_Zealand,0.0
4147,2020-02-16,0,Nigeria,0.0
4221,2020-02-16,0,North_Macedonia,0.0
4304,2020-02-16,0,Norway,0.0
4381,2020-02-16,0,Oman,0.0
4459,2020-02-16,0,Pakistan,0.0
4594,2020-02-16,1,Philippines,0.0
4710,2020-02-16,0,Qatar,0.0
4791,2020-02-16,0,Romania,0.0
4869,2020-02-16,0,Russia,0.0
4968,2020-02-16,0,San_Marino,0.0
5102,2020-02-16,0,Singapore,0.0
5238,2020-02-16,0,South_Korea,0.0
5321,2020-02-16,0,Spain,0.0
5395,2020-02-16,0,Sri_Lanka,0.0
5490,2020-02-16,0,Sweden,0.0
5573,2020-02-16,0,Switzerland,0.0
5654,2020-02-16,0,Taiwan,0.0
5730,2020-02-16,0,Thailand,0.0
5860,2020-02-16,0,United_Arab_Emirates,0.0
5943,2020-02-16,0,United_Kingdom,0.0
6032,2020-02-16,0,United_States_of_America,0.0
6134,2020-02-16,0,Vietnam,0.0
24,2020-02-17,0,Afghanistan,0.0
116,2020-02-17,0,Algeria,0.0
219,2020-02-17,0,Armenia,0.0
302,2020-02-17,0,Australia,0.0
385,2020-02-17,0,Austria,0.0
461,2020-02-17,0,Azerbaijan,0.0
548,2020-02-17,0,Bahrain,0.0
636,2020-02-17,0,Belarus,0.0
719,2020-02-17,0,Belgium,0.0
837,2020-02-17,0,Brazil,0.0
946,2020-02-17,0,Cambodia,0.0
1039,2020-02-17,0,Canada,0.0
1105,2020-02-17,0,Cases_on_an_international_conveyance_Japan,0.0
1219,2020-02-17,1771,China,21.0
1342,2020-02-17,0,Croatia,0.0
1444,2020-02-17,0,Czech_Republic,0.0
1537,2020-02-17,0,Denmark,0.0
1615,2020-02-17,0,Dominican_Republic,0.0
1693,2020-02-17,0,Ecuador,0.0
1772,2020-02-17,0,Egypt,0.0
1863,2020-02-17,0,Estonia,0.0
1964,2020-02-17,0,Finland,0.0
2047,2020-02-17,1,France,0.0
2145,2020-02-17,0,Georgia,0.0
2228,2020-02-17,0,Germany,0.0
2321,2020-02-17,0,Greece,0.0
2475,2020-02-17,0,Iceland,0.0
2557,2020-02-17,0,India,0.0
2633,2020-02-17,0,Indonesia,0.0
2716,2020-02-17,0,Iran,0.0
2797,2020-02-17,0,Iraq,0.0
2878,2020-02-17,0,Ireland,0.0
2960,2020-02-17,0,Israel,0.0
3043,2020-02-17,0,Italy,0.0
3136,2020-02-17,1,Japan,0.0
3253,2020-02-17,0,Kuwait,0.0
3352,2020-02-17,0,Lebanon,0.0
3444,2020-02-17,0,Lithuania,0.0
3520,2020-02-17,0,Luxembourg,0.0
3604,2020-02-17,0,Malaysia,0.0
3716,2020-02-17,0,Mexico,0.0
3800,2020-02-17,0,Monaco,0.0
3906,2020-02-17,0,Nepal,0.0
3989,2020-02-17,0,Netherlands,0.0
4068,2020-02-17,0,New_Zealand,0.0
4146,2020-02-17,0,Nigeria,0.0
4220,2020-02-17,0,North_Macedonia,0.0
4303,2020-02-17,0,Norway,0.0
4380,2020-02-17,0,Oman,0.0
4458,2020-02-17,0,Pakistan,0.0
4593,2020-02-17,1,Philippines,0.0
4709,2020-02-17,0,Qatar,0.0
4790,2020-02-17,0,Romania,0.0
4868,2020-02-17,0,Russia,0.0
4967,2020-02-17,0,San_Marino,0.0
5101,2020-02-17,0,Singapore,0.0
5237,2020-02-17,0,South_Korea,0.0
5320,2020-02-17,0,Spain,0.0
5394,2020-02-17,0,Sri_Lanka,0.0
5489,2020-02-17,0,Sweden,0.0
5572,2020-02-17,0,Switzerland,0.0
5653,2020-02-17,1,Taiwan,0.0
5729,2020-02-17,0,Thailand,0.0
5859,2020-02-17,0,United_Arab_Emirates,0.0
5942,2020-02-17,0,United_Kingdom,0.0
6031,2020-02-17,0,United_States_of_America,0.0
6133,2020-02-17,0,Vietnam,0.0
23,2020-02-18,0,Afghanistan,0.0
115,2020-02-18,0,Algeria,0.0
218,2020-02-18,0,Armenia,0.0
301,2020-02-18,0,Australia,0.0
384,2020-02-18,0,Austria,0.0
460,2020-02-18,0,Azerbaijan,0.0
547,2020-02-18,0,Bahrain,0.0
635,2020-02-18,0,Belarus,0.0
718,2020-02-18,0,Belgium,0.0
836,2020-02-18,0,Brazil,0.0
945,2020-02-18,0,Cambodia,0.0
1038,2020-02-18,0,Canada,0.0
1104,2020-02-18,0,Cases_on_an_international_conveyance_Japan,0.0
1218,2020-02-18,1869,China,22.0
1341,2020-02-18,0,Croatia,0.0
1443,2020-02-18,0,Czech_Republic,0.0
1536,2020-02-18,0,Denmark,0.0
1614,2020-02-18,0,Dominican_Republic,0.0
1692,2020-02-18,0,Ecuador,0.0
1771,2020-02-18,0,Egypt,0.0
1862,2020-02-18,0,Estonia,0.0
1963,2020-02-18,0,Finland,0.0
2046,2020-02-18,1,France,0.0
2144,2020-02-18,0,Georgia,0.0
2227,2020-02-18,0,Germany,0.0
2320,2020-02-18,0,Greece,0.0
2474,2020-02-18,0,Iceland,0.0
2556,2020-02-18,0,India,0.0
2632,2020-02-18,0,Indonesia,0.0
2715,2020-02-18,0,Iran,0.0
2796,2020-02-18,0,Iraq,0.0
2877,2020-02-18,0,Ireland,0.0
2959,2020-02-18,0,Israel,0.0
3042,2020-02-18,0,Italy,0.0
3135,2020-02-18,1,Japan,0.0
3252,2020-02-18,0,Kuwait,0.0
3351,2020-02-18,0,Lebanon,0.0
3443,2020-02-18,0,Lithuania,0.0
3519,2020-02-18,0,Luxembourg,0.0
3603,2020-02-18,0,Malaysia,0.0
3715,2020-02-18,0,Mexico,0.0
3799,2020-02-18,0,Monaco,0.0
3905,2020-02-18,0,Nepal,0.0
3988,2020-02-18,0,Netherlands,0.0
4067,2020-02-18,0,New_Zealand,0.0
4145,2020-02-18,0,Nigeria,0.0
4219,2020-02-18,0,North_Macedonia,0.0
4302,2020-02-18,0,Norway,0.0
4379,2020-02-18,0,Oman,0.0
4457,2020-02-18,0,Pakistan,0.0
4592,2020-02-18,1,Philippines,0.0
4708,2020-02-18,0,Qatar,0.0
4789,2020-02-18,0,Romania,0.0
4867,2020-02-18,0,Russia,0.0
4966,2020-02-18,0,San_Marino,0.0
5100,2020-02-18,0,Singapore,0.0
5236,2020-02-18,0,South_Korea,0.0
5319,2020-02-18,0,Spain,0.0
5393,2020-02-18,0,Sri_Lanka,0.0
5488,2020-02-18,0,Sweden,0.0
5571,2020-02-18,0,Switzerland,0.0
5652,2020-02-18,1,Taiwan,0.0
5728,2020-02-18,0,Thailand,0.0
5858,2020-02-18,0,United_Arab_Emirates,0.0
5941,2020-02-18,0,United_Kingdom,0.0
6030,2020-02-18,0,United_States_of_America,0.0
6132,2020-02-18,0,Vietnam,0.0
22,2020-02-19,0,Afghanistan,0.0
114,2020-02-19,0,Algeria,0.0
217,2020-02-19,0,Armenia,0.0
300,2020-02-19,0,Australia,0.0
383,2020-02-19,0,Austria,0.0
459,2020-02-19,0,Azerbaijan,0.0
546,2020-02-19,0,Bahrain,0.0
634,2020-02-19,0,Belarus,0.0
717,2020-02-19,0,Belgium,0.0
835,2020-02-19,0,Brazil,0.0
944,2020-02-19,0,Cambodia,0.0
1037,2020-02-19,0,Canada,0.0
1103,2020-02-19,0,Cases_on_an_international_conveyance_Japan,0.0
1217,2020-02-19,2008,China,23.0
1340,2020-02-19,0,Croatia,0.0
1442,2020-02-19,0,Czech_Republic,0.0
1535,2020-02-19,0,Denmark,0.0
1613,2020-02-19,0,Dominican_Republic,0.0
1691,2020-02-19,0,Ecuador,0.0
1770,2020-02-19,0,Egypt,0.0
1861,2020-02-19,0,Estonia,0.0
1962,2020-02-19,0,Finland,0.0
2045,2020-02-19,1,France,0.0
2143,2020-02-19,0,Georgia,0.0
2226,2020-02-19,0,Germany,0.0
2319,2020-02-19,0,Greece,0.0
2473,2020-02-19,0,Iceland,0.0
2555,2020-02-19,0,India,0.0
2631,2020-02-19,0,Indonesia,0.0
2714,2020-02-19,0,Iran,0.0
2795,2020-02-19,0,Iraq,0.0
2876,2020-02-19,0,Ireland,0.0
2958,2020-02-19,0,Israel,0.0
3041,2020-02-19,0,Italy,0.0
3134,2020-02-19,1,Japan,0.0
3251,2020-02-19,0,Kuwait,0.0
3350,2020-02-19,0,Lebanon,0.0
3442,2020-02-19,0,Lithuania,0.0
3518,2020-02-19,0,Luxembourg,0.0
3602,2020-02-19,0,Malaysia,0.0
3714,2020-02-19,0,Mexico,0.0
3798,2020-02-19,0,Monaco,0.0
3904,2020-02-19,0,Nepal,0.0
3987,2020-02-19,0,Netherlands,0.0
4066,2020-02-19,0,New_Zealand,0.0
4144,2020-02-19,0,Nigeria,0.0
4218,2020-02-19,0,North_Macedonia,0.0
4301,2020-02-19,0,Norway,0.0
4378,2020-02-19,0,Oman,0.0
4456,2020-02-19,0,Pakistan,0.0
4591,2020-02-19,1,Philippines,0.0
4707,2020-02-19,0,Qatar,0.0
4788,2020-02-19,0,Romania,0.0
4866,2020-02-19,0,Russia,0.0
4965,2020-02-19,0,San_Marino,0.0
5099,2020-02-19,0,Singapore,0.0
5235,2020-02-19,0,South_Korea,0.0
5318,2020-02-19,0,Spain,0.0
5392,2020-02-19,0,Sri_Lanka,0.0
5487,2020-02-19,0,Sweden,0.0
5570,2020-02-19,0,Switzerland,0.0
5651,2020-02-19,1,Taiwan,0.0
5727,2020-02-19,0,Thailand,0.0
5857,2020-02-19,0,United_Arab_Emirates,0.0
5940,2020-02-19,0,United_Kingdom,0.0
6029,2020-02-19,0,United_States_of_America,0.0
6131,2020-02-19,0,Vietnam,0.0
21,2020-02-20,0,Afghanistan,0.0
113,2020-02-20,0,Algeria,0.0
216,2020-02-20,0,Armenia,0.0
299,2020-02-20,0,Australia,0.0
382,2020-02-20,0,Austria,0.0
458,2020-02-20,0,Azerbaijan,0.0
545,2020-02-20,0,Bahrain,0.0
633,2020-02-20,0,Belarus,0.0
716,2020-02-20,0,Belgium,0.0
834,2020-02-20,0,Brazil,0.0
943,2020-02-20,0,Cambodia,0.0
1036,2020-02-20,0,Canada,0.0
1102,2020-02-20,2,Cases_on_an_international_conveyance_Japan,0.0
1216,2020-02-20,2120,China,24.0
1339,2020-02-20,0,Croatia,0.0
1441,2020-02-20,0,Czech_Republic,0.0
1534,2020-02-20,0,Denmark,0.0
1612,2020-02-20,0,Dominican_Republic,0.0
1690,2020-02-20,0,Ecuador,0.0
1769,2020-02-20,0,Egypt,0.0
1860,2020-02-20,0,Estonia,0.0
1961,2020-02-20,0,Finland,0.0
2044,2020-02-20,1,France,0.0
2142,2020-02-20,0,Georgia,0.0
2225,2020-02-20,0,Germany,0.0
2318,2020-02-20,0,Greece,0.0
2472,2020-02-20,0,Iceland,0.0
2554,2020-02-20,0,India,0.0
2630,2020-02-20,0,Indonesia,0.0
2713,2020-02-20,2,Iran,0.0
2794,2020-02-20,0,Iraq,0.0
2875,2020-02-20,0,Ireland,0.0
2957,2020-02-20,0,Israel,0.0
3040,2020-02-20,0,Italy,0.0
3133,2020-02-20,1,Japan,0.0
3250,2020-02-20,0,Kuwait,0.0
3349,2020-02-20,0,Lebanon,0.0
3441,2020-02-20,0,Lithuania,0.0
3517,2020-02-20,0,Luxembourg,0.0
3601,2020-02-20,0,Malaysia,0.0
3713,2020-02-20,0,Mexico,0.0
3797,2020-02-20,0,Monaco,0.0
3903,2020-02-20,0,Nepal,0.0
3986,2020-02-20,0,Netherlands,0.0
4065,2020-02-20,0,New_Zealand,0.0
4143,2020-02-20,0,Nigeria,0.0
4217,2020-02-20,0,North_Macedonia,0.0
4300,2020-02-20,0,Norway,0.0
4377,2020-02-20,0,Oman,0.0
4455,2020-02-20,0,Pakistan,0.0
4590,2020-02-20,1,Philippines,0.0
4706,2020-02-20,0,Qatar,0.0
4787,2020-02-20,0,Romania,0.0
4865,2020-02-20,0,Russia,0.0
4964,2020-02-20,0,San_Marino,0.0
5098,2020-02-20,0,Singapore,0.0
5234,2020-02-20,0,South_Korea,0.0
5317,2020-02-20,0,Spain,0.0
5391,2020-02-20,0,Sri_Lanka,0.0
5486,2020-02-20,0,Sweden,0.0
5569,2020-02-20,0,Switzerland,0.0
5650,2020-02-20,1,Taiwan,0.0
5726,2020-02-20,0,Thailand,0.0
5856,2020-02-20,0,United_Arab_Emirates,0.0
5939,2020-02-20,0,United_Kingdom,0.0
6028,2020-02-20,0,United_States_of_America,0.0
6130,2020-02-20,0,Vietnam,0.0
20,2020-02-21,0,Afghanistan,0.0
112,2020-02-21,0,Algeria,0.0
215,2020-02-21,0,Armenia,0.0
298,2020-02-21,0,Australia,0.0
381,2020-02-21,0,Austria,0.0
457,2020-02-21,0,Azerbaijan,0.0
544,2020-02-21,0,Bahrain,0.0
632,2020-02-21,0,Belarus,0.0
715,2020-02-21,0,Belgium,0.0
833,2020-02-21,0,Brazil,0.0
942,2020-02-21,0,Cambodia,0.0
1035,2020-02-21,0,Canada,0.0
1101,2020-02-21,2,Cases_on_an_international_conveyance_Japan,0.0
1215,2020-02-21,2238,China,25.0
1338,2020-02-21,0,Croatia,0.0
1440,2020-02-21,0,Czech_Republic,0.0
1533,2020-02-21,0,Denmark,0.0
1611,2020-02-21,0,Dominican_Republic,0.0
1689,2020-02-21,0,Ecuador,0.0
1768,2020-02-21,0,Egypt,0.0
1859,2020-02-21,0,Estonia,0.0
1960,2020-02-21,0,Finland,0.0
2043,2020-02-21,1,France,0.0
2141,2020-02-21,0,Georgia,0.0
2224,2020-02-21,0,Germany,0.0
2317,2020-02-21,0,Greece,0.0
2471,2020-02-21,0,Iceland,0.0
2553,2020-02-21,0,India,0.0
2629,2020-02-21,0,Indonesia,0.0
2712,2020-02-21,2,Iran,0.0
2793,2020-02-21,0,Iraq,0.0
2874,2020-02-21,0,Ireland,0.0
2956,2020-02-21,0,Israel,0.0
3039,2020-02-21,0,Italy,0.0
3132,2020-02-21,1,Japan,0.0
3249,2020-02-21,0,Kuwait,0.0
3348,2020-02-21,0,Lebanon,0.0
3440,2020-02-21,0,Lithuania,0.0
3516,2020-02-21,0,Luxembourg,0.0
3600,2020-02-21,0,Malaysia,0.0
3712,2020-02-21,0,Mexico,0.0
3796,2020-02-21,0,Monaco,0.0
3902,2020-02-21,0,Nepal,0.0
3985,2020-02-21,0,Netherlands,0.0
4064,2020-02-21,0,New_Zealand,0.0
4142,2020-02-21,0,Nigeria,0.0
4216,2020-02-21,0,North_Macedonia,0.0
4299,2020-02-21,0,Norway,0.0
4376,2020-02-21,0,Oman,0.0
4454,2020-02-21,0,Pakistan,0.0
4589,2020-02-21,1,Philippines,0.0
4705,2020-02-21,0,Qatar,0.0
4786,2020-02-21,0,Romania,0.0
4864,2020-02-21,0,Russia,0.0
4963,2020-02-21,0,San_Marino,0.0
5097,2020-02-21,0,Singapore,0.0
5233,2020-02-21,1,South_Korea,0.0
5316,2020-02-21,0,Spain,0.0
5390,2020-02-21,0,Sri_Lanka,0.0
5485,2020-02-21,0,Sweden,0.0
5568,2020-02-21,0,Switzerland,0.0
5649,2020-02-21,1,Taiwan,0.0
5725,2020-02-21,0,Thailand,0.0
5855,2020-02-21,0,United_Arab_Emirates,0.0
5938,2020-02-21,0,United_Kingdom,0.0
6027,2020-02-21,0,United_States_of_America,0.0
6129,2020-02-21,0,Vietnam,0.0
19,2020-02-22,0,Afghanistan,0.0
111,2020-02-22,0,Algeria,0.0
214,2020-02-22,0,Armenia,0.0
297,2020-02-22,0,Australia,0.0
380,2020-02-22,0,Austria,0.0
456,2020-02-22,0,Azerbaijan,0.0
543,2020-02-22,0,Bahrain,0.0
631,2020-02-22,0,Belarus,0.0
714,2020-02-22,0,Belgium,0.0
832,2020-02-22,0,Brazil,0.0
941,2020-02-22,0,Cambodia,0.0
1034,2020-02-22,0,Canada,0.0
1100,2020-02-22,2,Cases_on_an_international_conveyance_Japan,0.0
1214,2020-02-22,2347,China,26.0
1337,2020-02-22,0,Croatia,0.0
1439,2020-02-22,0,Czech_Republic,0.0
1532,2020-02-22,0,Denmark,0.0
1610,2020-02-22,0,Dominican_Republic,0.0
1688,2020-02-22,0,Ecuador,0.0
1767,2020-02-22,0,Egypt,0.0
1858,2020-02-22,0,Estonia,0.0
1959,2020-02-22,0,Finland,0.0
2042,2020-02-22,1,France,0.0
2140,2020-02-22,0,Georgia,0.0
2223,2020-02-22,0,Germany,0.0
2316,2020-02-22,0,Greece,0.0
2470,2020-02-22,0,Iceland,0.0
2552,2020-02-22,0,India,0.0
2628,2020-02-22,0,Indonesia,0.0
2711,2020-02-22,4,Iran,0.0
2792,2020-02-22,0,Iraq,0.0
2873,2020-02-22,0,Ireland,0.0
2955,2020-02-22,0,Israel,0.0
3038,2020-02-22,0,Italy,0.0
3131,2020-02-22,1,Japan,0.0
3248,2020-02-22,0,Kuwait,0.0
3347,2020-02-22,0,Lebanon,0.0
3439,2020-02-22,0,Lithuania,0.0
3515,2020-02-22,0,Luxembourg,0.0
3599,2020-02-22,0,Malaysia,0.0
3711,2020-02-22,0,Mexico,0.0
3795,2020-02-22,0,Monaco,0.0
3901,2020-02-22,0,Nepal,0.0
3984,2020-02-22,0,Netherlands,0.0
4063,2020-02-22,0,New_Zealand,0.0
4141,2020-02-22,0,Nigeria,0.0
4215,2020-02-22,0,North_Macedonia,0.0
4298,2020-02-22,0,Norway,0.0
4375,2020-02-22,0,Oman,0.0
4453,2020-02-22,0,Pakistan,0.0
4588,2020-02-22,1,Philippines,0.0
4704,2020-02-22,0,Qatar,0.0
4785,2020-02-22,0,Romania,0.0
4863,2020-02-22,0,Russia,0.0
4962,2020-02-22,0,San_Marino,0.0
5096,2020-02-22,0,Singapore,0.0
5232,2020-02-22,2,South_Korea,0.0
5315,2020-02-22,0,Spain,0.0
5389,2020-02-22,0,Sri_Lanka,0.0
5484,2020-02-22,0,Sweden,0.0
5567,2020-02-22,0,Switzerland,0.0
5648,2020-02-22,1,Taiwan,0.0
5724,2020-02-22,0,Thailand,0.0
5854,2020-02-22,0,United_Arab_Emirates,0.0
5937,2020-02-22,0,United_Kingdom,0.0
6026,2020-02-22,0,United_States_of_America,0.0
6128,2020-02-22,0,Vietnam,0.0
18,2020-02-23,0,Afghanistan,0.0
110,2020-02-23,0,Algeria,0.0
213,2020-02-23,0,Armenia,0.0
296,2020-02-23,0,Australia,0.0
379,2020-02-23,0,Austria,0.0
455,2020-02-23,0,Azerbaijan,0.0
542,2020-02-23,0,Bahrain,0.0
630,2020-02-23,0,Belarus,0.0
713,2020-02-23,0,Belgium,0.0
831,2020-02-23,0,Brazil,0.0
940,2020-02-23,0,Cambodia,0.0
1033,2020-02-23,0,Canada,0.0
1099,2020-02-23,2,Cases_on_an_international_conveyance_Japan,0.0
1213,2020-02-23,2445,China,27.0
1336,2020-02-23,0,Croatia,0.0
1438,2020-02-23,0,Czech_Republic,0.0
1531,2020-02-23,0,Denmark,0.0
1609,2020-02-23,0,Dominican_Republic,0.0
1687,2020-02-23,0,Ecuador,0.0
1766,2020-02-23,0,Egypt,0.0
1857,2020-02-23,0,Estonia,0.0
1958,2020-02-23,0,Finland,0.0
2041,2020-02-23,1,France,0.0
2139,2020-02-23,0,Georgia,0.0
2222,2020-02-23,0,Germany,0.0
2315,2020-02-23,0,Greece,0.0
2469,2020-02-23,0,Iceland,0.0
2551,2020-02-23,0,India,0.0
2627,2020-02-23,0,Indonesia,0.0
2710,2020-02-23,5,Iran,0.0
2791,2020-02-23,0,Iraq,0.0
2872,2020-02-23,0,Ireland,0.0
2954,2020-02-23,0,Israel,0.0
3037,2020-02-23,2,Italy,0.0
3130,2020-02-23,1,Japan,0.0
3247,2020-02-23,0,Kuwait,0.0
3346,2020-02-23,0,Lebanon,0.0
3438,2020-02-23,0,Lithuania,0.0
3514,2020-02-23,0,Luxembourg,0.0
3598,2020-02-23,0,Malaysia,0.0
3710,2020-02-23,0,Mexico,0.0
3794,2020-02-23,0,Monaco,0.0
3900,2020-02-23,0,Nepal,0.0
3983,2020-02-23,0,Netherlands,0.0
4062,2020-02-23,0,New_Zealand,0.0
4140,2020-02-23,0,Nigeria,0.0
4214,2020-02-23,0,North_Macedonia,0.0
4297,2020-02-23,0,Norway,0.0
4374,2020-02-23,0,Oman,0.0
4452,2020-02-23,0,Pakistan,0.0
4587,2020-02-23,1,Philippines,0.0
4703,2020-02-23,0,Qatar,0.0
4784,2020-02-23,0,Romania,0.0
4862,2020-02-23,0,Russia,0.0
4961,2020-02-23,0,San_Marino,0.0
5095,2020-02-23,0,Singapore,0.0
5231,2020-02-23,5,South_Korea,0.0
5314,2020-02-23,0,Spain,0.0
5388,2020-02-23,0,Sri_Lanka,0.0
5483,2020-02-23,0,Sweden,0.0
5566,2020-02-23,0,Switzerland,0.0
5647,2020-02-23,1,Taiwan,0.0
5723,2020-02-23,0,Thailand,0.0
5853,2020-02-23,0,United_Arab_Emirates,0.0
5936,2020-02-23,0,United_Kingdom,0.0
6025,2020-02-23,0,United_States_of_America,0.0
6127,2020-02-23,0,Vietnam,0.0
17,2020-02-24,0,Afghanistan,0.0
109,2020-02-24,0,Algeria,0.0
212,2020-02-24,0,Armenia,0.0
295,2020-02-24,0,Australia,0.0
378,2020-02-24,0,Austria,0.0
454,2020-02-24,0,Azerbaijan,0.0
541,2020-02-24,0,Bahrain,0.0
629,2020-02-24,0,Belarus,0.0
712,2020-02-24,0,Belgium,0.0
830,2020-02-24,0,Brazil,0.0
939,2020-02-24,0,Cambodia,0.0
1032,2020-02-24,0,Canada,0.0
1098,2020-02-24,3,Cases_on_an_international_conveyance_Japan,0.0
1212,2020-02-24,2595,China,28.0
1335,2020-02-24,0,Croatia,0.0
1437,2020-02-24,0,Czech_Republic,0.0
1530,2020-02-24,0,Denmark,0.0
1608,2020-02-24,0,Dominican_Republic,0.0
1686,2020-02-24,0,Ecuador,0.0
1765,2020-02-24,0,Egypt,0.0
1856,2020-02-24,0,Estonia,0.0
1957,2020-02-24,0,Finland,0.0
2040,2020-02-24,1,France,0.0
2138,2020-02-24,0,Georgia,0.0
2221,2020-02-24,0,Germany,0.0
2314,2020-02-24,0,Greece,0.0
2468,2020-02-24,0,Iceland,0.0
2550,2020-02-24,0,India,0.0
2626,2020-02-24,0,Indonesia,0.0
2709,2020-02-24,8,Iran,0.0
2790,2020-02-24,0,Iraq,0.0
2871,2020-02-24,0,Ireland,0.0
2953,2020-02-24,0,Israel,0.0
3036,2020-02-24,2,Italy,0.0
3129,2020-02-24,1,Japan,0.0
3246,2020-02-24,0,Kuwait,0.0
3345,2020-02-24,0,Lebanon,0.0
3437,2020-02-24,0,Lithuania,0.0
3513,2020-02-24,0,Luxembourg,0.0
3597,2020-02-24,0,Malaysia,0.0
3709,2020-02-24,0,Mexico,0.0
3793,2020-02-24,0,Monaco,0.0
3899,2020-02-24,0,Nepal,0.0
3982,2020-02-24,0,Netherlands,0.0
4061,2020-02-24,0,New_Zealand,0.0
4139,2020-02-24,0,Nigeria,0.0
4213,2020-02-24,0,North_Macedonia,0.0
4296,2020-02-24,0,Norway,0.0
4373,2020-02-24,0,Oman,0.0
4451,2020-02-24,0,Pakistan,0.0
4586,2020-02-24,1,Philippines,0.0
4702,2020-02-24,0,Qatar,0.0
4783,2020-02-24,0,Romania,0.0
4861,2020-02-24,0,Russia,0.0
4960,2020-02-24,0,San_Marino,0.0
5094,2020-02-24,0,Singapore,0.0
5230,2020-02-24,7,South_Korea,0.0
5313,2020-02-24,0,Spain,0.0
5387,2020-02-24,0,Sri_Lanka,0.0
5482,2020-02-24,0,Sweden,0.0
5565,2020-02-24,0,Switzerland,0.0
5646,2020-02-24,1,Taiwan,0.0
5722,2020-02-24,0,Thailand,0.0
5852,2020-02-24,0,United_Arab_Emirates,0.0
5935,2020-02-24,0,United_Kingdom,0.0
6024,2020-02-24,0,United_States_of_America,0.0
6126,2020-02-24,0,Vietnam,0.0
16,2020-02-25,0,Afghanistan,0.0
